,ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,GeneForms,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs,Canonical SMILES
186,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QB,713,mRNA,Rattus norvegicus,10116.0,Tetrachlorodibenzodioxin affects the expression of C1QB mRNA,affects^expression,34747641,
187,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QB,713,mRNA,Rattus norvegicus,10116.0,Tetrachlorodibenzodioxin results in increased expression of C1QB mRNA,increases^expression,21215274|22808131|32109520,
188,Tetradecanoylphorbol Acetate,D013755,16561-29-8,C1QB,713,mRNA,Oryctolagus cuniculus,9986.0,[Tetradecanoylphorbol Acetate co-treated with Ionomycin] results in decreased expression of C1QB mRNA,affects^cotreatment|decreases^expression,25613284,[{27924: 'CCCCCCCCCCCCCC(=O)O[C@@H]1[C@H]([C@]2([C@@H](C=C(C[C@]3([C@H]2C=C(C3=O)C)O)CO)[C@H]4[C@@]1(C4(C)C)OC(=O)C)O)C'}]
189,Thioacetamide,D013853,62-55-5,C1QB,713,mRNA,Rattus norvegicus,10116.0,[Diethylnitrosamine co-treated with Thioacetamide] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,28943392,[{2723949: 'CC(=S)N'}]
190,titanium dioxide,C009495,13463-67-7,C1QB,713,mRNA,Mus musculus,10090.0,[titanium dioxide co-treated with Azoxymethane co-treated with Dextran Sulfate] results in decreased expression of C1QB mRNA,affects^cotreatment|decreases^expression,29950665,[{26042: 'O=[Ti]=O'}]
191,titanium dioxide,C009495,13463-67-7,C1QB,713,mRNA,Mus musculus,10090.0,titanium dioxide results in increased expression of C1QB mRNA,increases^expression,21259345|23557971,
192,Tobacco Smoke Pollution,D014028,,C1QB,713,mRNA,Mus musculus,10090.0,[APOE gene mutant form affects the susceptibility to Tobacco Smoke Pollution] which results in increased expression of C1QB mRNA,affects^response to substance|increases^expression,24096154,
193,Tobacco Smoke Pollution,D014028,,C1QB,713,mRNA,Mus musculus,10090.0,Tobacco Smoke Pollution affects the expression of C1QB mRNA,affects^expression,20133372,
194,Topotecan,D019772,123948-87-8,C1QB,713,mRNA,Rattus norvegicus,10116.0,[Oxaliplatin co-treated with Topotecan] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,25729387,[{60700: 'CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O'}]
195,"Toxins, Biological",D014118,,C1QB,713,mRNA,Mus musculus,10090.0,"Toxins, Biological affects the expression of C1QB mRNA",affects^expression,19682533,
196,Trichloroethylene,D014241,79-01-6,C1QB,713,mRNA,Mus musculus,10090.0,Trichloroethylene results in decreased expression of C1QB mRNA,decreases^expression,19448997,[{6575: 'C(=C(Cl)Cl)Cl'}]
197,trimellitic anhydride,C015559,552-30-7,C1QB,713,mRNA,Mus musculus,10090.0,trimellitic anhydride results in increased expression of C1QB mRNA,increases^expression,16141432,[{11089: 'C1=CC2=C(C=C1C(=O)O)C(=O)OC2=O'}]
198,trimethyltin,C046488,1631-73-8,C1QB,713,mRNA,Mus musculus,10090.0,trimethyltin results in increased expression of C1QB mRNA,increases^expression,21435392|24002884,[{5358116: 'C[Sn](C)C'}]
199,Trinitrobenzenesulfonic Acid,D014302,2508-19-2,C1QB,713,mRNA,Mus musculus,10090.0,Curcumin inhibits the reaction [Trinitrobenzenesulfonic Acid results in increased expression of C1QB mRNA],decreases^reaction|increases^expression,18200517,[{11045: 'C1=C(C=C(C(=C1[N+](=O)[O-])S(=O)(=O)O)[N+](=O)[O-])[N+](=O)[O-]'}]
200,Trinitrobenzenesulfonic Acid,D014302,2508-19-2,C1QB,713,mRNA,Mus musculus,10090.0,Trinitrobenzenesulfonic Acid results in increased expression of C1QB mRNA,increases^expression,17982090|18200517,
201,Troglitazone,D000077288,97322-87-7,C1QB,713,mRNA,Mus musculus,10090.0,Troglitazone results in increased expression of C1QB mRNA,increases^expression,28973697,[{5591: 'CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C'}]
202,vanadyl sulfate,C034028,27774-13-6,C1QB,713,mRNA,Rattus norvegicus,10116.0,vanadyl sulfate inhibits the reaction [Streptozocin results in increased expression of C1QB mRNA],decreases^reaction|increases^expression,16684804,[{34007: '[O-]S(=O)(=O)[O-].O=[V+2]'}]
203,Vancomycin,D014640,1404-90-6,C1QB,713,mRNA,Mus musculus,10090.0,Vancomycin results in decreased expression of C1QB mRNA,decreases^expression,18930951,[{14969: 'C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O'}]
204,vinclozolin,C025643,50471-44-8,C1QB,713,mRNA,Rattus norvegicus,10116.0,vinclozolin results in decreased expression of C1QB mRNA,decreases^expression,23034163,[{39676: 'CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C'}]
205,vinylidene chloride,C029297,75-35-4,C1QB,713,mRNA,Mus musculus,10090.0,vinylidene chloride results in increased expression of C1QB mRNA,increases^expression,26682919,[{6366: 'C=C(Cl)Cl'}]
206,Zinc,D015032,7440-66-6,C1QB,713,protein,Homo sapiens,9606.0,C1QB protein binds to Zinc,affects^binding,23896426,[{23994: '[Zn]'}]
207,Zinc,D015032,7440-66-6,C1QB,713,mRNA,Homo sapiens,9606.0,Zinc deficiency results in increased expression of C1QB mRNA,increases^expression,22171008,
